Z;Unit;Year;Hydrocarbon;Sector;Production source;Reason;Value
Syria;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Syria;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Syria;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Syria;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Syria;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Syria;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Syria;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;1.7
Syria;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;22.2
Tanzania;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;1.990.203.333.333.330
Tanzania;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Tanzania;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;4.966.166.666.666.660
Tanzania;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.6851066666666666
Tanzania;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;108.204
Tanzania;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;10.915.666.666.666.600
Tanzania;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Tanzania;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;272.379
Tanzania;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Tanzania;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Tanzania;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Tanzania;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Tanzania;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Tanzania;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Tanzania;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0221684999999999
Tanzania;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.1300053333333333
Tanzania;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Tanzania;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Tanzania;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Tanzania;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Tanzania;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Tanzania;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Tanzania;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Tanzania;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Thailand;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;1.908.043.333.333.330
Thailand;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Thailand;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;4.761.133.333.333.330
Thailand;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;5.039.533.333.333.330
Thailand;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;7.959.333.333.333.330
Thailand;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;3.584.866.666.666.660
Thailand;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Thailand;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;8.945.333.333.333.330
Thailand;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Thailand;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Thailand;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Thailand;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;4.653.899.999.999.990
Thailand;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;94.655
Thailand;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;1.861.563.333.333.330
Thailand;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.7489433333333333
Thailand;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;4.392.133.333.333.330
Thailand;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;272.502
Thailand;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;34.295.666.666.666.600
Thailand;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;10.900.066.666.666.600
Thailand;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Thailand;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Thailand;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Thailand;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Thailand;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Togo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Togo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Togo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Togo;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0354666666666666
Togo;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.056015
Togo;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Togo;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Togo;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Togo;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Togo;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Togo;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Togo;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Togo;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Togo;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Togo;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0040035333333333
Togo;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0234784
Togo;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Togo;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Togo;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Togo;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Togo;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Togo;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Togo;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Togo;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Trinidad and Tobago;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.97227
Trinidad and Tobago;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Trinidad and Tobago;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;2.426.106.666.666.660
Trinidad and Tobago;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;9.790.833.333.333.330
Trinidad and Tobago;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;154.634
Trinidad and Tobago;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;25.406
Trinidad and Tobago;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Trinidad and Tobago;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;6.339.566.666.666.660
Trinidad and Tobago;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Trinidad and Tobago;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Trinidad and Tobago;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Trinidad and Tobago;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;17.329.066.666.666.600
Trinidad and Tobago;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;279.471
Trinidad and Tobago;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;6.931.633.333.333.330
Trinidad and Tobago;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0084619333333333
Trinidad and Tobago;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0496243333333333
Trinidad and Tobago;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;3.607.133.333.333.330
Trinidad and Tobago;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;4.341.233.333.333.330
Trinidad and Tobago;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;14.428.466.666.666.600
Trinidad and Tobago;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Trinidad and Tobago;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Trinidad and Tobago;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Trinidad and Tobago;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Trinidad and Tobago;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Tunisia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;17.010.866.666.666.600
Tunisia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Tunisia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;42.447.333.333.333.300
Tunisia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;4.317.833.333.333.330
Tunisia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;6.819.466.666.666.660
Tunisia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.82456
Tunisia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Tunisia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;20.575.300.000.000.000
Tunisia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Tunisia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Tunisia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Tunisia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;22.076.100.000.000.000
Tunisia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;5.469.433.333.333.330
Tunisia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;8.830.433.333.333.330
Tunisia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.035325
Tunisia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.2071616666666666
Tunisia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;192.269
Tunisia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;44.508
Tunisia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;7.690.766.666.666.660
Tunisia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Tunisia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Tunisia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Tunisia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Tunisia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Turkmenistan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;413.77
Turkmenistan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Turkmenistan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;10.324.833.333.333.300
Turkmenistan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;74.416
Turkmenistan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;117.531
Turkmenistan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;30.329.766.666.666.600
Turkmenistan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Turkmenistan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;75.682
Turkmenistan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Turkmenistan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Turkmenistan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Turkmenistan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;7.567.066.666.666.660
Turkmenistan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;8.994.333.333.333.330
Turkmenistan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;302.683
Turkmenistan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.2373626666666666
Turkmenistan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;13.919.933.333.333.300
Turkmenistan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;73.091
Turkmenistan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;8.569.800.000.000.000
Turkmenistan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;2.923.643.333.333.330
Turkmenistan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Turkmenistan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Turkmenistan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Turkmenistan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;184.9
Turkmenistan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;2361.1
Uganda;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Uganda;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Uganda;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Uganda;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Uganda;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Uganda;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Uganda;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Uganda;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Uganda;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Uganda;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Uganda;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Uganda;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Uganda;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Uganda;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Uganda;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0132699
Uganda;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0778203333333333
Uganda;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Uganda;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Uganda;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Uganda;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Uganda;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Uganda;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Uganda;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Uganda;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Ukraine;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;3.524.433.333.333.330
Ukraine;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Ukraine;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;8.794.566.666.666.660
Ukraine;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;249.393
Ukraine;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;3.938.866.666.666.660
Ukraine;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;22.301.100.000.000.000
Ukraine;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Ukraine;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;55.648
Ukraine;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.3113676666666666
Ukraine;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Ukraine;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.7769566666666667
Ukraine;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Ukraine;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Ukraine;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Ukraine;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.1520133333333333
Ukraine;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.89147
Ukraine;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Ukraine;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Ukraine;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Ukraine;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Ukraine;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Ukraine;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Ukraine;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;4.4
Ukraine;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;8.9
United Arab Emirates;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;37.169
United Arab Emirates;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
United Arab Emirates;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;92.748
United Arab Emirates;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;38.208.333.333.333.300
United Arab Emirates;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;60.345.666.666.666.600
United Arab Emirates;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;18.574.166.666.666.600
United Arab Emirates;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
United Arab Emirates;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;46.348.333.333.333.300
United Arab Emirates;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
United Arab Emirates;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
United Arab Emirates;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
United Arab Emirates;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;131.696
United Arab Emirates;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;3.750.966.666.666.660
United Arab Emirates;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;5.267.833.333.333.330
United Arab Emirates;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.2158616666666666
United Arab Emirates;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;12.659.033.333.333.300
United Arab Emirates;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;12.244.766.666.666.600
United Arab Emirates;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;3.452.466.666.666.660
United Arab Emirates;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;489.79
